common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Ashy-headed Babbler ,Malacocincla cinereiceps ,False,9,0,False,False,True,False,False
Moustached Babbler ,Malacopteron magnirostre ,False,95,17,False,False,True,False,False
Sooty-capped Babbler ,Malacopteron affine ,False,81,21,False,False,True,False,False
Scaly-crowned Babbler ,Malacopteron cinereum ,False,68,7,False,False,True,False,False
Rufous-crowned Babbler ,Malacopteron magnum ,False,81,18,False,False,True,False,False
Melodious Babbler ,Malacopteron palawanense ,False,12,0,False,False,True,False,False
Grey-breasted Babbler ,Malacopteron albogulare ,False,9,0,False,False,True,False,False
White-chested Babbler ,Trichastoma rostratum ,False,82,4,False,False,True,False,False
Sulawesi Babbler ,Trichastoma celebense ,False,28,22,False,False,True,True,False
Ferruginous Babbler ,Trichastoma bicolor ,False,60,21,False,False,True,False,False
Striped Wren-Babbler ,Kenopia striata ,False,35,1,False,False,True,False,False
Indian Grassbird ,Graminicola bengalensis ,False,7,0,False,False,True,False,False
Chinese Grassbird ,Graminicola striatus ,False,11,0,False,False,True,False,False
Spot-throated Babbler ,Pellorneum albiventre ,False,29,1,False,False,True,False,False
Marsh Babbler ,Pellorneum palustre ,False,13,0,False,False,True,False,False
Puff-throated Babbler ,Pellorneum ruficeps ,False,212,55,False,False,True,False,False
Brown-capped Babbler ,Pellorneum fuscocapillus ,False,15,1,False,False,True,False,False
Buff-breasted Babbler ,Pellorneum tickelli ,False,71,18,False,False,True,False,False
Sumatran Babbler ,Pellorneum buettikoferi ,False,7,0,False,False,True,False,False
Temminck's Babbler ,Pellorneum pyrrogenys ,False,37,3,False,False,True,False,False
Black-capped Babbler ,Pellorneum capistratum ,False,111,37,False,False,True,False,False
Striated Laughingthrush ,Grammatoptila striata ,False,52,6,False,False,True,False,False
Himalayan Cutia ,Cutia nipalensis ,False,33,1,False,False,True,False,False
Vietnamese Cutia ,Cutia legalleni ,False,8,1,False,False,True,False,False
Grey-crowned Crocias ,Laniellus langbianis ,False,29,1,False,False,True,False,False
Spotted Crocias ,Laniellus albonotatus ,False,26,2,False,False,True,False,False
Brown-capped Laughingthrush ,Trochalopteron austeni ,False,13,1,False,False,True,False,False
Scaly Laughingthrush ,Trochalopteron subunicolor ,False,24,0,False,False,True,False,False
Streaked Laughingthrush ,Trochalopteron lineatum ,False,38,4,False,False,True,False,False
Striped Laughingthrush ,Trochalopteron virgatum ,False,15,1,False,False,True,False,False
Blue-winged Laughingthrush ,Trochalopteron squamatum ,False,39,1,False,False,True,False,False
Variegated Laughingthrush ,Trochalopteron variegatum ,False,18,1,False,False,True,False,False
Black-faced Laughingthrush ,Trochalopteron affine ,False,50,10,False,False,True,False,False
Elliot's Laughingthrush ,Trochalopteron elliotii ,False,48,8,False,False,True,False,False
Brown-cheeked Laughingthrush ,Trochalopteron henrici ,False,19,2,False,False,True,False,False
White-whiskered Laughingthrush ,Trochalopteron morrisonianum ,False,34,42,False,False,True,False,False
Chestnut-crowned Laughingthrush ,Trochalopteron erythrocephalum ,False,87,2,False,False,True,False,False
Collared Laughingthrush ,Trochalopteron yersini ,False,19,3,False,False,True,False,False
Red-tailed Laughingthrush ,Trochalopteron milnei ,False,12,0,False,False,True,False,False
Red-winged Laughingthrush ,Trochalopteron formosum ,False,9,2,False,False,True,False,False
Bhutan Laughingthrush ,Trochalopteron imbricatum ,False,23,2,False,False,True,False,False
Assam Laughingthrush ,Trochalopteron chrysopterum ,False,35,6,False,False,True,False,False
Silver-eared Laughingthrush ,Trochalopteron melanostigma ,False,27,1,False,False,True,False,False
Golden-winged Laughingthrush ,Trochalopteron ngoclinhense ,False,6,0,False,False,True,False,False
Malayan Laughingthrush ,Trochalopteron peninsulae ,False,21,4,False,False,True,False,False
Bar-throated Minla ,Actinodura strigula ,False,48,5,False,False,True,False,False
Spectacled Barwing ,Actinodura ramsayi ,False,15,1,False,False,True,False,False
Rusty-fronted Barwing ,Actinodura egertoni ,False,17,6,False,False,True,False,False
Blue-winged Minla ,Actinodura cyanouroptera ,False,26,2,False,False,True,False,False
Hoary-throated Barwing ,Actinodura nipalensis ,False,19,2,False,False,True,False,False
Black-crowned Barwing ,Actinodura sodangorum ,False,7,0,False,False,True,False,False
Streaked Barwing ,Actinodura souliei ,False,3,0,False,False,True,False,False
Streak-throated Barwing ,Actinodura waldeni ,False,16,2,False,False,True,False,False
Taiwan Barwing ,Actinodura morrisoniana ,False,5,1,False,False,True,False,False
Nilgiri Laughingthrush ,Montecincla cachinnans ,False,5,0,False,False,True,False,False
Banasura Laughingthrush ,Montecincla jerdoni ,False,1,0,False,False,False,False,False
Palani Laughingthrush ,Montecincla fairbanki ,False,14,0,False,False,False,False,False
Ashambu Laughingthrush ,Montecincla meridionalis ,False,0,0,False,False,False,False,False
Red-tailed Minla ,Minla ignotincta ,False,5,1,False,False,True,False,False
Rufous-backed Sibia ,Leioptila annectens ,False,17,0,False,False,True,False,False
Red-billed Leiothrix ,Leiothrix lutea ,False,170,70,False,False,True,False,False
Silver-eared Mesia ,Leiothrix argentauris ,False,62,19,False,False,True,False,False
Red-faced Liocichla ,Liocichla phoenicea ,False,38,1,False,False,True,False,False
Steere's Liocichla ,Liocichla steerii ,False,42,35,False,False,True,False,False
Scarlet-faced Liocichla ,Liocichla ripponi ,False,11,0,False,False,True,False,False
Emei Shan Liocichla ,Liocichla omeiensis ,False,13,1,False,False,True,False,False
Bugun Liocichla ,Liocichla bugunorum ,False,6,0,False,False,True,False,False
Black-headed Sibia ,Heterophasia desgodinsi ,False,16,6,False,False,True,False,False
Grey Sibia ,Heterophasia gracilis ,False,33,45,False,False,True,False,False
Beautiful Sibia ,Heterophasia pulchella ,False,38,9,False,False,True,False,False
Rufous Sibia ,Heterophasia capistrata ,False,67,22,False,False,True,False,False
White-eared Sibia ,Heterophasia auricularis ,False,19,31,False,False,True,False,False
Long-tailed Sibia ,Heterophasia picaoides ,False,43,2,False,False,True,False,False
Dark-backed Sibia ,Heterophasia melanoleuca ,False,32,13,False,False,True,False,False
Large Grey Babbler ,Argya malcolmi ,False,28,6,False,False,True,False,False
Ashy-headed Laughingthrush ,Argya cinereifrons ,False,3,0,False,False,True,False,False
Arabian Babbler ,Argya squamiceps ,False,12,0,True,False,True,False,False
Fulvous Babbler ,Argya fulva ,False,14,2,True,False,False,False,False
White-throated Babbler ,Argya gularis ,False,5,0,False,False,True,False,False
Striated Babbler ,Argya earlei ,False,17,0,False,False,True,False,False
Iraq Babbler ,Argya altirostris ,False,7,0,False,False,True,False,True
Common Babbler ,Argya caudata ,False,17,3,False,False,True,False,False
Afghan Babbler ,Argya huttoni ,False,21,0,False,False,True,False,False
Rufous Chatterer ,Argya rubiginosa ,False,12,1,True,False,False,False,False
Scaly Chatterer ,Argya aylmeri ,False,10,0,True,False,False,False,False
Yellow-billed Babbler ,Argya affinis ,False,39,8,False,False,True,False,False
Jungle Babbler ,Argya striata ,False,88,26,False,False,True,False,False
Orange-billed Babbler ,Argya rufescens ,False,18,2,False,False,True,False,False
Slender-billed Babbler ,Argya longirostris ,False,10,0,False,False,True,False,False
Rufous Babbler ,Argya subrufa ,False,29,1,False,False,True,False,False
Brown Babbler ,Turdoides plebejus ,False,29,3,True,False,False,False,False
Bare-cheeked Babbler ,Turdoides gymnogenys ,False,4,0,True,False,False,False,False
Arrow-marked Babbler ,Turdoides jardineii ,False,69,15,True,False,False,False,False
Scaly Babbler ,Turdoides squamulata ,False,2,0,True,False,False,False,False
White-rumped Babbler ,Turdoides leucopygia ,False,16,1,True,False,False,False,False
White-headed Babbler ,Turdoides leucocephala ,False,0,0,True,False,False,False,False
Blackcap Babbler ,Turdoides reinwardtii ,False,29,8,True,False,False,False,False
Dusky Babbler ,Turdoides tenebrosa ,False,4,0,True,False,False,False,False
Southern Pied Babbler ,Turdoides bicolor ,False,5,0,True,False,False,False,False
Northern Pied Babbler ,Turdoides hypoleuca ,False,5,0,True,False,False,False,False
Black-lored Babbler ,Turdoides sharpei ,False,24,7,True,False,False,False,False
Black-faced Babbler ,Turdoides melanops ,False,2,0,True,False,False,False,False
Hartlaub's Babbler ,Turdoides hartlaubii ,False,25,1,True,False,False,False,False
Hinde's Babbler ,Turdoides hindei ,False,7,0,True,False,False,False,False
Spiny Babbler ,Turdoides nipalensis ,False,10,0,False,False,True,False,False
White-throated Mountain Babbler ,Turdoides gilberti ,False,4,0,True,False,False,False,False
Red-collared Babbler ,Turdoides rufocinctus ,False,0,0,True,False,False,False,False
Chapin's Babbler ,Turdoides chapini ,False,0,0,False,False,False,False,False
Capuchin Babbler ,Turdoides atripennis ,False,8,1,True,False,False,False,False
Lesser Necklaced Laughingthrush ,Garrulax monileger ,False,29,4,False,False,True,False,False
Rufous-fronted Laughingthrush ,Garrulax rufifrons ,False,10,0,False,False,True,False,False
White-crested Laughingthrush ,Garrulax leucolophus ,False,120,14,False,False,True,False,False
Black-hooded Laughingthrush ,Garrulax milleti ,False,18,0,False,False,True,False,False
Sumatran Laughingthrush ,Garrulax bicolor ,False,19,0,False,False,True,False,False
White-necked Laughingthrush ,Garrulax strepitans ,False,10,1,False,False,True,False,False
Cambodian Laughingthrush ,Garrulax ferrarius ,False,0,0,False,False,True,False,False
Grey Laughingthrush ,Garrulax maesi ,False,11,0,False,False,True,False,False
Rufous-cheeked Laughingthrush ,Garrulax castanotis ,False,6,1,False,False,True,False,False
Sunda Laughingthrush ,Garrulax palliatus ,False,31,3,False,False,True,False,False
Chinese Hwamei ,Garrulax canorus ,False,48,9,False,True,True,False,False
Taiwan Hwamei ,Garrulax taewanus ,False,11,7,False,False,True,False,False
Spot-breasted Laughingthrush ,Garrulax merulinus ,False,6,0,False,False,True,False,False
Orange-breasted Laughingthrush ,Garrulax annamensis ,False,20,2,False,False,True,False,False
Black Laughingthrush ,Garrulax lugubris ,False,25,1,False,False,True,False,False
Bare-headed Laughingthrush ,Garrulax calvus ,False,16,2,False,False,True,False,False
Spotted Laughingthrush ,Ianthocincla ocellata ,False,53,5,False,False,True,False,False
Giant Laughingthrush ,Ianthocincla maxima ,False,36,2,False,False,True,False,False
Barred Laughingthrush ,Ianthocincla lunulata ,False,15,1,False,False,True,False,False
White-speckled Laughingthrush ,Ianthocincla bieti ,False,5,0,False,False,True,False,False
Snowy-cheeked Laughingthrush ,Ianthocincla sukatschewi ,False,6,0,False,False,True,False,False
Moustached Laughingthrush ,Ianthocincla cineracea ,False,6,0,False,False,True,False,False
Rufous-chinned Laughingthrush ,Ianthocincla rufogularis ,False,8,0,False,False,True,False,False
Chestnut-eared Laughingthrush ,Ianthocincla konkakinhensis ,False,12,0,False,False,True,False,False
Rufous-necked Laughingthrush ,Pterorhinus ruficollis ,False,25,0,False,False,True,False,False
Chestnut-backed Laughingthrush ,Pterorhinus nuchalis ,False,17,0,False,False,True,False,False
Black-throated Laughingthrush ,Pterorhinus chinensis ,False,41,0,False,False,True,False,False
Chestnut-capped Laughingthrush ,Pterorhinus mitratus ,False,33,9,False,False,True,False,False
Chestnut-hooded Laughingthrush ,Pterorhinus treacheri ,False,49,4,False,False,True,False,False
White-cheeked Laughingthrush ,Pterorhinus vassali ,False,14,1,False,False,True,False,False
Yellow-throated Laughingthrush ,Pterorhinus galbanus ,False,4,0,False,False,True,False,False
Blue-crowned Laughingthrush ,Pterorhinus courtoisi ,False,14,0,False,False,True,False,False
Rufous-vented Laughingthrush ,Pterorhinus gularis ,False,2,0,False,False,True,False,False
Wynaad Laughingthrush ,Pterorhinus delesserti ,False,10,0,False,False,True,False,False
White-throated Laughingthrush ,Pterorhinus albogularis ,False,38,5,False,False,True,False,False
Rufous-crowned Laughingthrush ,Pterorhinus ruficeps ,False,5,0,False,False,True,False,False
Plain Laughingthrush ,Pterorhinus davidi ,False,20,2,False,False,True,False,False
Greater Necklaced Laughingthrush ,Pterorhinus pectoralis ,False,35,3,False,False,True,False,False
Rusty Laughingthrush ,Pterorhinus poecilorhynchus ,False,11,0,False,False,True,False,False
Grey-sided Laughingthrush ,Pterorhinus caerulatus ,False,31,0,False,False,True,False,False
Buffy Laughingthrush ,Pterorhinus berthemyi ,False,17,0,False,False,True,False,False
Chinese Babax ,Pterorhinus lanceolatus ,False,13,0,False,False,True,False,False
Mount Victoria Babax ,Pterorhinus woodi ,False,7,1,False,False,True,False,False
Giant Babax ,Pterorhinus waddelli ,False,9,1,False,False,True,False,False
Tibetan Babax ,Pterorhinus koslowi ,False,9,0,False,False,True,False,False
White-browed Laughingthrush ,Pterorhinus sannio ,False,32,1,False,False,True,False,False
Masked Laughingthrush ,Pterorhinus perspicillatus ,False,27,3,False,False,True,False,False
Fire-tailed Myzornis ,Myzornis pyrrhoura ,False,9,0,False,False,True,False,False
Abyssinian Catbird ,Parophasma galinieri ,False,20,3,True,False,False,False,False
African Hill Babbler ,Pseudoalcippe abyssinica ,False,62,22,True,False,False,False,False
Rwenzori Hill Babbler ,Pseudoalcippe atriceps ,False,30,20,True,False,False,False,False
Dohrn's Thrush-Babbler ,Horizorhinus dohrni ,False,9,3,True,False,False,False,False
Bush Blackcap ,Lioptilus nigricapillus ,False,20,0,True,False,False,False,False
Eurasian Blackcap ,Sylvia atricapilla ,False,2913,5889,True,False,True,False,True
Garden Warbler ,Sylvia borin ,False,938,563,True,False,True,False,True
Barred Warbler ,Sylvia nisoria ,False,272,26,True,False,True,False,True
Lesser Whitethroat ,Sylvia curruca ,False,1216,396,True,True,True,False,True
Desert Whitethroat ,Sylvia minula ,False,23,9,True,False,True,False,False
Hume's Whitethroat ,Sylvia althaea ,False,18,3,True,False,True,False,False
Western Orphean Warbler ,Sylvia hortensis ,False,117,88,True,False,False,False,True
Eastern Orphean Warbler ,Sylvia crassirostris ,False,65,5,True,False,True,False,True
Arabian Warbler ,Sylvia leucomelaena ,False,21,3,True,False,True,False,False
Asian Desert Warbler ,Sylvia nana ,False,21,4,True,False,True,False,True
African Desert Warbler ,Sylvia deserti ,False,7,0,True,False,False,False,False
Common Whitethroat ,Sylvia communis ,False,2078,1534,True,False,True,False,True
Dartford Warbler ,Sylvia undata ,False,225,46,True,False,False,False,True
Marmora's Warbler ,Sylvia sarda ,False,74,5,True,False,False,False,True
Balearic Warbler ,Sylvia balearica ,False,37,2,True,False,False,False,True
Tristram's Warbler ,Sylvia deserticola ,False,29,0,True,False,False,False,False
