common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Black-bellied Wren ,Pheugopedius fasciatoventris ,False,122,99,False,True,False,False,False
Plain-tailed Wren ,Pheugopedius euophrys ,False,111,36,False,True,False,False,False
Inca Wren ,Pheugopedius eisenmanni ,False,32,4,False,True,False,False,False
Moustached Wren ,Pheugopedius genibarbis ,False,209,564,False,True,False,False,False
Whiskered Wren ,Pheugopedius mystacalis ,False,227,63,False,True,False,False,False
Coraya Wren ,Pheugopedius coraya ,False,226,76,False,True,False,False,False
Happy Wren ,Pheugopedius felix ,False,91,112,False,True,False,False,False
Spot-breasted Wren ,Pheugopedius maculipectus ,False,160,87,False,True,False,False,False
Rufous-breasted Wren ,Pheugopedius rutilus ,False,143,55,False,True,False,False,False
Speckle-breasted Wren ,Pheugopedius sclateri ,False,125,51,False,True,False,False,False
Banded Wren ,Thryophilus pleurostictus ,False,118,49,False,True,False,False,False
Rufous-and-white Wren ,Thryophilus rufalbus ,False,185,106,False,True,False,False,False
Antioquia Wren ,Thryophilus sernai ,False,73,1,False,False,False,False,False
Niceforo's Wren ,Thryophilus nicefori ,False,99,3,False,True,False,False,False
Sinaloa Wren ,Thryophilus sinaloa ,False,140,363,False,True,False,False,False
Cabanis's Wren ,Cantorchilus modestus ,False,141,74,False,True,False,False,False
Canebrake Wren ,Cantorchilus zeledoni ,False,12,0,False,False,False,False,False
Isthmian Wren ,Cantorchilus elutus ,False,55,26,False,False,False,False,False
Buff-breasted Wren ,Cantorchilus leucotis ,False,368,407,False,True,False,False,False
Superciliated Wren ,Cantorchilus superciliaris ,False,74,30,False,True,False,False,False
Fawn-breasted Wren ,Cantorchilus guarayanus ,False,86,69,False,True,False,False,False
Long-billed Wren ,Cantorchilus longirostris ,False,180,104,False,True,False,False,False
Grey Wren ,Cantorchilus griseus ,False,8,0,False,True,False,False,False
Riverside Wren ,Cantorchilus semibadius ,False,68,13,False,True,False,False,False
Bay Wren ,Cantorchilus nigricapillus ,False,236,91,False,True,False,False,False
Stripe-breasted Wren ,Cantorchilus thoracicus ,False,57,12,False,True,False,False,False
Stripe-throated Wren ,Cantorchilus leucopogon ,False,46,36,False,True,False,False,False
Carolina Wren ,Thryothorus ludovicianus ,False,507,899,False,True,False,False,False
Eurasian Wren ,Troglodytes troglodytes ,False,2327,8196,True,False,True,False,True
Winter Wren ,Troglodytes hiemalis ,False,232,116,False,True,False,False,False
Pacific Wren ,Troglodytes pacificus ,False,215,60,False,True,False,False,False
Clarion Wren ,Troglodytes tanneri ,False,1,0,False,True,False,False,False
House Wren ,Troglodytes aedon ,False,1391,2249,False,True,False,False,False
Cobb's Wren ,Troglodytes cobbi ,False,6,0,False,False,False,False,False
Socorro Wren ,Troglodytes sissonii ,False,2,0,False,True,False,False,False
Rufous-browed Wren ,Troglodytes rufociliatus ,False,63,41,False,True,False,False,False
Ochraceous Wren ,Troglodytes ochraceus ,False,33,8,False,True,False,False,False
Mountain Wren ,Troglodytes solstitialis ,False,178,71,False,True,False,False,False
Santa Marta Wren ,Troglodytes monticola ,False,14,0,False,True,False,False,False
Tepui Wren ,Troglodytes rufulus ,False,17,0,False,True,False,False,False
Timberline Wren ,Thryorchilus browni ,False,34,1,False,True,False,False,False
White-bellied Wren ,Uropsila leucogastra ,False,52,9,False,True,False,False,False
White-breasted Wood Wren ,Henicorhina leucosticta ,False,547,145,False,True,False,False,False
Grey-breasted Wood Wren ,Henicorhina leucophrys ,False,892,504,False,True,False,False,False
Hermit Wood Wren ,Henicorhina anachoreta ,False,31,0,False,False,False,False,False
Bar-winged Wood Wren ,Henicorhina leucoptera ,False,75,1,False,True,False,False,False
Munchique Wood Wren ,Henicorhina negreti ,False,84,11,False,False,False,False,False
Northern Nightingale-Wren ,Microcerculus philomela ,False,53,3,False,True,False,False,False
Southern Nightingale-Wren ,Microcerculus marginatus ,False,288,210,False,True,False,False,False
Flutist Wren ,Microcerculus ustulatus ,False,35,3,False,True,False,False,False
Wing-banded Wren ,Microcerculus bambla ,False,48,7,False,True,False,False,False
Chestnut-breasted Wren ,Cyphorhinus thoracicus ,False,169,9,False,True,False,False,False
Musician Wren ,Cyphorhinus arada ,False,135,17,False,True,False,False,False
Song Wren ,Cyphorhinus phaeocephalus ,False,85,38,False,True,False,False,False
Collared Gnatwren ,Microbates collaris ,False,59,7,False,True,False,False,False
Tawny-faced Gnatwren ,Microbates cinereiventris ,False,103,71,False,True,False,False,False
Trilling Gnatwren ,Ramphocaenus melanurus ,False,467,342,False,True,False,False,False
Chattering Gnatwren ,Ramphocaenus sticturus ,False,26,1,False,False,False,False,False
Blue-grey Gnatcatcher ,Polioptila caerulea ,False,285,400,False,True,False,False,False
Black-tailed Gnatcatcher ,Polioptila melanura ,False,110,36,False,True,False,False,False
California Gnatcatcher ,Polioptila californica ,False,53,15,False,True,False,False,False
Cuban Gnatcatcher ,Polioptila lembeyei ,False,6,0,False,False,False,False,False
White-lored Gnatcatcher ,Polioptila albiloris ,False,35,10,False,True,False,False,False
Black-capped Gnatcatcher ,Polioptila nigriceps ,False,73,12,False,True,False,False,False
Tropical Gnatcatcher ,Polioptila plumbea ,False,238,189,False,True,False,False,False
Creamy-bellied Gnatcatcher ,Polioptila lactea ,False,26,2,False,True,False,False,False
Guianan Gnatcatcher ,Polioptila guianensis ,False,0,0,False,True,False,False,False
Rio Negro Gnatcatcher ,Polioptila facilis ,False,1,0,False,False,False,False,False
Para Gnatcatcher ,Polioptila paraensis ,False,11,1,False,False,False,False,False
Inambari Gnatcatcher ,Polioptila attenboroughi ,False,1,0,False,False,False,False,False
Iquitos Gnatcatcher ,Polioptila clementsi ,False,6,0,False,True,False,False,False
Slate-throated Gnatcatcher ,Polioptila schistaceigula ,False,16,2,False,True,False,False,False
Masked Gnatcatcher ,Polioptila dumicola ,False,174,49,False,True,False,False,False
Eurasian Nuthatch ,Sitta europaea ,False,1198,2007,True,False,True,False,True
Siberian Nuthatch ,Sitta arctica ,False,0,0,False,False,True,False,False
Chestnut-vented Nuthatch ,Sitta nagaensis ,False,32,4,False,False,True,False,False
Kashmir Nuthatch ,Sitta cashmirensis ,False,4,1,False,False,True,False,False
Indian Nuthatch ,Sitta castanea ,False,11,1,False,False,True,False,False
Chestnut-bellied Nuthatch ,Sitta cinnamoventris ,False,32,5,False,False,True,False,False
Burmese Nuthatch ,Sitta neglecta ,False,5,0,False,False,True,False,False
White-tailed Nuthatch ,Sitta himalayensis ,False,40,5,False,False,True,False,False
White-browed Nuthatch ,Sitta victoriae ,False,9,0,False,False,True,False,False
Pygmy Nuthatch ,Sitta pygmaea ,False,107,246,False,True,False,False,False
Brown-headed Nuthatch ,Sitta pusilla ,False,58,28,False,True,False,False,False
Corsican Nuthatch ,Sitta whiteheadi ,False,55,1,False,False,False,False,False
Algerian Nuthatch ,Sitta ledanti ,False,28,0,True,False,False,False,False
Krüper's Nuthatch ,Sitta krueperi ,False,31,1,False,False,True,False,True
Yunnan Nuthatch ,Sitta yunnanensis ,False,11,0,False,False,True,False,False
Red-breasted Nuthatch ,Sitta canadensis ,False,205,304,False,True,True,False,False
Chinese Nuthatch ,Sitta villosa ,False,27,0,False,False,True,False,False
White-cheeked Nuthatch ,Sitta leucopsis ,False,5,3,False,False,True,False,False
Przevalski's Nuthatch ,Sitta przewalskii ,False,13,0,False,False,True,False,False
White-breasted Nuthatch ,Sitta carolinensis ,False,384,644,False,True,False,False,False
Western Rock Nuthatch ,Sitta neumayer ,False,38,8,False,False,True,False,True
Eastern Rock Nuthatch ,Sitta tephronota ,False,33,9,False,False,True,False,True
Velvet-fronted Nuthatch ,Sitta frontalis ,False,46,5,False,False,True,False,False
Yellow-billed Nuthatch ,Sitta solangiae ,False,9,0,False,False,True,False,False
Sulphur-billed Nuthatch ,Sitta oenochlamys ,False,9,0,False,False,True,False,False
Blue Nuthatch ,Sitta azurea ,False,6,3,False,False,True,False,False
Giant Nuthatch ,Sitta magna ,False,15,0,False,False,True,False,False
Beautiful Nuthatch ,Sitta formosa ,False,14,1,False,False,True,False,False
Wallcreeper ,Tichodroma muraria ,False,23,0,True,False,True,False,True
Eurasian Treecreeper ,Certhia familiaris ,False,740,530,False,False,True,False,True
Hodgson's Treecreeper ,Certhia hodgsoni ,False,16,2,False,False,True,False,False
Brown Creeper ,Certhia americana ,False,293,193,False,True,False,False,False
Short-toed Treecreeper ,Certhia brachydactyla ,False,709,1711,True,False,True,False,True
Bar-tailed Treecreeper ,Certhia himalayana ,False,21,2,False,False,True,False,False
Rusty-flanked Treecreeper ,Certhia nipalensis ,False,2,1,False,False,True,False,False
Sikkim Treecreeper ,Certhia discolor ,False,20,3,False,False,True,False,False
Hume's Treecreeper ,Certhia manipurensis ,False,17,0,False,False,True,False,False
Sichuan Treecreeper ,Certhia tianquanensis ,False,10,0,False,False,True,False,False
Indian Spotted Creeper ,Salpornis spilonota ,False,5,0,True,False,True,False,False
African Spotted Creeper ,Salpornis salvadori ,False,27,1,False,False,False,False,False
Grey Catbird ,Dumetella carolinensis ,False,384,442,False,True,False,False,True
Black Catbird ,Melanoptila glabrirostris ,False,41,4,False,True,False,False,False
Northern Mockingbird ,Mimus polyglottos ,False,370,757,False,True,False,False,True
Tropical Mockingbird ,Mimus gilvus ,False,193,82,False,True,False,False,False
Bahama Mockingbird ,Mimus gundlachii ,False,23,4,False,True,False,False,False
Chilean Mockingbird ,Mimus thenca ,False,27,4,False,True,False,False,False
Long-tailed Mockingbird ,Mimus longicaudatus ,False,61,136,False,True,False,False,False
Chalk-browed Mockingbird ,Mimus saturninus ,False,135,39,False,True,False,False,False
Patagonian Mockingbird ,Mimus patagonicus ,False,35,1,False,True,False,False,False
White-banded Mockingbird ,Mimus triurus ,False,26,0,False,True,False,False,False
Brown-backed Mockingbird ,Mimus dorsalis ,False,16,3,False,True,False,False,False
Galapagos Mockingbird ,Mimus parvulus ,False,19,3,False,False,False,False,False
Floreana Mockingbird ,Mimus trifasciatus ,False,1,0,False,False,False,False,False
Espanola Mockingbird ,Mimus macdonaldi ,False,10,0,False,False,False,False,False
